timestamp,water_level,temperature,rainfall
2024-01-01 00:00:00,50.49671415301123,20.77934900390533,0.0
2024-01-01 01:00:00,52.45992614985402,21.25507570613506,2.361023217589068
2024-01-01 02:00:00,55.6676885381007,22.08209045423411,0.0
2024-01-01 03:00:00,80.96561025868996,21.509726032821362,0.0
2024-01-01 04:00:00,58.46610066312105,23.259274600237752,0.0
2024-01-01 05:00:00,59.4751213059415,26.741048218585064,0.0
2024-01-01 06:00:00,61.63921281550739,23.719544428997533,0.0
2024-01-01 07:00:00,60.49669299204359,25.01910895266642,0.0
2024-01-01 08:00:00,75.28606343197256,25.337570992117392,0.0
2024-01-01 09:00:00,57.703627855451444,22.280611237930444,0.8249757634002646
2024-01-01 10:00:00,54.63658230718754,22.684710474781085,4.747444323398766
2024-01-01 11:00:00,52.232460697454954,22.23201076302326,0.0
2024-01-01 12:00:00,50.36196227156603,20.01249932190725,0.0
2024-01-01 13:00:00,45.628529304317,21.574307830154165,0.0
2024-01-01 14:00:00,43.415082167486965,15.831400741121804,2.824094720340436
2024-01-01 15:00:00,42.516644658893554,17.523194623951145,0.0
2024-01-01 16:00:00,40.48691484182119,15.497071243681345,0.0
2024-01-01 17:00:00,40.82498906970459,15.942291023391334,0.0
2024-01-01 18:00:00,39.27197592447879,15.441307151699245,0.0
2024-01-01 19:00:00,39.11843803577402,14.43721467144466,0.0
2024-01-01 20:00:00,43.005394731077175,15.898869373537147,0.0
2024-01-01 21:00:00,42.91315588764799,14.606564642668975,0.0
2024-01-01 22:00:00,45.287528204687916,18.103247500571392,0.0
2024-01-01 23:00:00,46.21706136276133,19.00406324047792,0.0
2024-01-02 00:00:00,49.69561727547482,20.638660168643103,0.0
2024-01-02 01:00:00,52.94911304073508,22.352213550599757,0.0
2024-01-02 02:00:00,54.10900642257769,22.86761984020971,0.0
2024-01-02 03:00:00,57.71676583021115,23.683623325731013,0.0
2024-01-02 04:00:00,58.33961534792558,23.449058682260898,0.0
2024-01-02 05:00:00,59.657564513097405,24.11740836779629,0.0
2024-01-02 06:00:00,59.6982933877706,26.18673462017733,0.0
2024-01-02 07:00:00,61.82153644739963,26.265964537151323,0.0
2024-01-02 08:00:00,58.96675681310646,24.09201658261014,0.0
2024-01-02 09:00:00,34.546384714576114,23.58153665318601,0.7024560835871664
2024-01-02 10:00:00,56.16254491210319,21.595385625006234,0.0
2024-01-02 11:00:00,51.717346801054184,22.466852070780046,0.0
2024-01-02 12:00:00,50.568863595004764,20.665416823691782,0.0
2024-01-02 13:00:00,45.822139425095024,20.64712221095115,0.0
2024-01-02 14:00:00,44.05181395110158,16.621676922820264,0.0
2024-01-02 15:00:00,43.515793424003654,16.086458195049048,0.0
2024-01-02 16:00:00,59.040227621457014,15.901318903603377,0.0
2024-01-02 17:00:00,40.92211001829929,15.816860406280432,0.0
2024-01-02 18:00:00,40.30435171761176,14.784332362452368,0.0
2024-01-02 19:00:00,40.46963804152002,14.297409778100958,0.27925527539884
2024-01-02 20:00:00,40.30122397178818,16.551280510001376,0.848155620622842
2024-01-02 21:00:00,42.659087979739816,17.185601456612844,0.0
2024-01-02 22:00:00,44.9993612290402,16.583725899436267,0.0
2024-01-02 23:00:00,48.9389317751937,20.06134757559289,0.0
2024-01-03 00:00:00,50.82361828956845,21.1701987091966,0.0
2024-01-03 01:00:00,51.31515029566247,21.42839172276039,0.0
2024-01-03 02:00:00,55.8240839693948,22.57959786237604,0.0
2024-01-03 03:00:00,57.19598553144915,24.08959167704864,0.0
2024-01-03 04:00:00,58.503332037538435,23.468423948665937,0.0
2024-01-03 05:00:00,60.80093455173155,24.859660610609424,0.0
2024-01-03 06:00:00,61.57099952249595,22.84761645539082,0.0
2024-01-03 07:00:00,61.14053838200687,25.706084776948277,0.5310260748039098
2024-01-03 08:00:00,58.38103651462176,22.768633796480337,0.0
2024-01-03 09:00:00,57.33185543601427,25.038953734361744,0.0
2024-01-03 10:00:00,55.91126343140356,22.16987990603355,0.0
2024-01-03 11:00:00,54.153735578147575,21.08242824358143,0.0
2024-01-03 12:00:00,50.12082576215473,19.372266093915506,0.0
2024-01-03 13:00:00,47.836150572310984,18.417865900565324,0.0
2024-01-03 14:00:00,44.51366502599399,18.918531345148043,0.0
2024-01-03 15:00:00,42.362725564053854,13.976657437532182,0.0
2024-01-03 16:00:00,42.792271784549825,16.946838367166002,0.0
2024-01-03 17:00:00,42.34698176568014,15.508394349656367,0.0
2024-01-03 18:00:00,40.58798987841966,13.792978352142784,0.0
2024-01-03 19:00:00,42.014274635001335,14.09505847550542,0.0
2024-01-03 20:00:00,42.381381987203255,17.346266008286012,0.0
2024-01-03 21:00:00,42.97381243352938,15.518959214124523,0.0
2024-01-03 22:00:00,46.061395605508416,16.34664948940404,2.168592382808665
2024-01-03 23:00:00,49.65984611544078,19.843219316852135,0.0
2024-01-04 00:00:00,50.68417396089004,20.33855287628591,0.0
2024-01-04 01:00:00,54.882834106839184,20.35616964897619,0.0
2024-01-04 02:00:00,53.12025489591024,22.716624975404613,1.693589590065348
2024-01-04 03:00:00,58.6429703162407,22.50978122229246,2.7361054257143445
2024-01-04 04:00:00,59.507301106082544,25.430948417344794,0.0
2024-01-04 05:00:00,60.13025091242481,25.891000096318475,0.0
2024-01-04 06:00:00,60.8717607765355,25.532006198821943,0.0
2024-01-04 07:00:00,58.461689348289795,25.19129019269236,0.0
2024-01-04 08:00:00,59.240582150006865,26.091315143789565,0.0
2024-01-04 09:00:00,58.23818038337724,23.53522023332097,0.0
2024-01-04 10:00:00,57.297894044741554,21.318125874579216,0.0
2024-01-04 11:00:00,52.89992023275155,21.743569138344906,0.0
2024-01-04 12:00:00,69.30637093800951,22.086047049537118,0.20749441639451396
2024-01-04 13:00:00,47.76005250539025,17.69114528130154,0.0
2024-01-04 14:00:00,46.775402117702086,17.13853723330602,0.0
2024-01-04 15:00:00,44.127683297794235,16.880912132168728,0.0
2024-01-04 16:00:00,41.68998575838859,15.615968132072073,3.8902273292945897
2024-01-04 17:00:00,41.744009170222675,14.188067288177345,1.0726533136680023
2024-01-04 18:00:00,40.99707754934804,16.12185785623047,0.0
2024-01-04 19:00:00,42.219386727642195,17.490411590571917,0.0
2024-01-04 20:00:00,41.557692868278245,15.866004440101706,0.5246384655012079
2024-01-04 21:00:00,43.53127004153674,15.560397804331254,0.0
2024-01-04 22:00:00,45.54789184686784,15.951039474946525,0.0
2024-01-04 23:00:00,46.89829460084269,18.963880755708583,0.0
2024-01-05 00:00:00,51.25612027706457,21.103877343316253,0.0
2024-01-05 01:00:00,53.819245723205064,21.76926297200797,0.0
2024-01-05 02:00:00,55.985113456642445,22.497596159081137,1.812997317683196
2024-01-05 03:00:00,57.82648067849033,22.94626225414343,0.0
2024-01-05 04:00:00,58.24488329579398,23.237963386204108,0.0
2024-01-05 05:00:00,60.24861294012532,25.66438045777022,0.0
2024-01-05 06:00:00,60.677285483473234,25.913771621385585,0.0
2024-01-05 07:00:00,59.88698099366907,23.283899344754612,0.0
2024-01-05 08:00:00,59.53896832617837,25.919965997102874,0.0
2024-01-05 09:00:00,58.525118668679994,24.109605126826732,0.0
2024-01-05 10:00:00,57.94618590121054,23.899594645145797,0.0
2024-01-05 11:00:00,53.832768263857076,19.9519674770275,0.0
